date,month,year,quarter,category,description,amount,type,payment_method,notes
2024-07-24,2024-07,2024,Q3,Travel,Tour Package,1730.92,Expense,Debit Card,
2023-01-08,2023-01,2023,Q1,Utilities,Gas Bill,245.45,Expense,Cash,
2024-06-01,2024-06,2024,Q2,Food,Restaurant,59.24,Expense,Bank Transfer,
2024-12-25,2024-12,2024,Q4,Healthcare,Dental,466.69,Expense,Digital Wallet,
2023-09-26,2023-09,2023,Q3,Housing,Mortgage Payment,1167.11,Expense,Bank Transfer,
2023-11-23,2023-11,2023,Q4,Housing,Mortgage Payment,1241.08,Expense,Bank Transfer,
2024-08-22,2024-08,2024,Q3,Shopping,Online Shopping,388.44,Expense,Credit Card,
2024-05-05,2024-05,2024,Q2,Shopping,Online Shopping,304.35,Expense,Credit Card,
2024-09-11,2024-09,2024,Q3,Food,Coffee Shop,50.06,Expense,Bank Transfer,
2024-04-07,2024-04,2024,Q2,Housing,Monthly Rent,1514.67,Expense,Credit Card,
2024-12-07,2024-12,2024,Q4,Transport,Car Insurance,233.7,Expense,Bank Transfer,
2023-05-15,2023-05,2023,Q2,Housing,Maintenance,1173.53,Expense,Bank Transfer,
2024-01-31,2024-01,2024,Q1,Utilities,Electricity Bill,244.32,Expense,Debit Card,
2023-04-16,2023-04,2023,Q2,Travel,Tour Package,215.72,Expense,Cash,
2023-01-15,2023-01,2023,Q1,Housing,Home Insurance,1567.57,Expense,Digital Wallet,
2023-07-30,2023-07,2023,Q3,Income,Monthly Salary,4977.897118666726,Income,Bank Transfer,
2024-12-13,2024-12,2024,Q4,Shopping,Amazon,255.35,Expense,Bank Transfer,
2023-04-19,2023-04,2023,Q2,Food,Grocery Store,179.36,Expense,Bank Transfer,
2023-01-18,2023-01,2023,Q1,Healthcare,Lab Tests,234.3,Expense,Bank Transfer,
2024-01-03,2024-01,2024,Q1,Food,Coffee Shop,169.27,Expense,Cash,
2024-05-17,2024-05,2024,Q2,Entertainment,Netflix,29.62,Expense,Credit Card,
2023-08-14,2023-08,2023,Q3,Utilities,Phone Bill,177.46,Expense,Debit Card,
2024-09-22,2024-09,2024,Q3,Food,Supermarket,158.92,Expense,Bank Transfer,
2024-12-24,2024-12,2024,Q4,Shopping,Clothing Store,517.61,Expense,Bank Transfer,
2023-12-05,2023-12,2023,Q4,Other,Miscellaneous,234.52,Expense,Debit Card,
2024-11-11,2024-11,2024,Q4,Travel,Tour Package,1043.13,Expense,Bank Transfer,
2023-11-11,2023-11,2023,Q4,Food,Restaurant,10.75,Expense,Credit Card,
2024-09-29,2024-09,2024,Q3,Shopping,Clothing Store,452.71,Expense,Credit Card,
2024-08-03,2024-08,2024,Q3,Healthcare,Pharmacy,418.41,Expense,Cash,
2024-07-05,2024-07,2024,Q3,Education,Books,865.78,Expense,Cash,
2024-09-06,2024-09,2024,Q3,Food,Coffee Shop,39.14,Expense,Bank Transfer,
2024-11-03,2024-11,2024,Q4,Entertainment,Gym Membership,60.41,Expense,Debit Card,
2024-02-04,2024-02,2024,Q1,Transport,Car Insurance,12.89,Expense,Digital Wallet,
2023-03-15,2023-03,2023,Q1,Shopping,Online Shopping,347.27,Expense,Debit Card,
2024-04-05,2024-04,2024,Q2,Housing,Property Tax,777.04,Expense,Debit Card,
2024-07-19,2024-07,2024,Q3,Shopping,Electronics,584.14,Expense,Digital Wallet,
2024-02-10,2024-02,2024,Q1,Housing,Mortgage Payment,2088.78,Expense,Credit Card,
2024-09-19,2024-09,2024,Q3,Food,Supermarket,227.1,Expense,Digital Wallet,
2024-03-04,2024-03,2024,Q1,Food,Supermarket,209.56,Expense,Debit Card,
2024-03-19,2024-03,2024,Q1,Other,Subscription,30.07,Expense,Bank Transfer,
2023-03-12,2023-03,2023,Q1,Other,Subscription,68.92,Expense,Debit Card,
2024-11-08,2024-11,2024,Q4,Entertainment,Games,147.45,Expense,Debit Card,
2023-09-07,2023-09,2023,Q3,Shopping,Amazon,409.51,Expense,Debit Card,
2024-06-26,2024-06,2024,Q2,Healthcare,Health Insurance,308.89,Expense,Debit Card,
2024-08-15,2024-08,2024,Q3,Utilities,Electricity Bill,74.22,Expense,Cash,
2024-09-11,2024-09,2024,Q3,Housing,Property Tax,2059.65,Expense,Cash,
2023-02-22,2023-02,2023,Q1,Shopping,Clothing Store,304.11,Expense,Cash,
2023-10-13,2023-10,2023,Q4,Transport,Parking,234.8,Expense,Cash,
2024-11-21,2024-11,2024,Q4,Shopping,Amazon,566.18,Expense,Cash,
2024-06-29,2024-06,2024,Q2,Food,Restaurant,122.63,Expense,Bank Transfer,
2023-01-28,2023-01,2023,Q1,Education,Tuition,381.43,Expense,Bank Transfer,
2023-03-12,2023-03,2023,Q1,Utilities,Phone Bill,294.98,Expense,Cash,
2023-07-12,2023-07,2023,Q3,Entertainment,Gym Membership,110.81,Expense,Cash,
2024-12-13,2024-12,2024,Q4,Housing,Property Tax,1268.33,Expense,Credit Card,
2023-04-10,2023-04,2023,Q2,Utilities,Phone Bill,248.02,Expense,Cash,
2024-04-14,2024-04,2024,Q2,Entertainment,,82.15,Expense,Cash,
2024-06-21,2024-06,2024,Q2,Entertainment,Gym Membership,7.41,Expense,Digital Wallet,
2024-10-10,2024-10,2024,Q4,Utilities,Electricity Bill,147.17,Expense,Bank Transfer,
2023-01-05,2023-01,2023,Q1,Travel,Hotel,1403.77,Expense,Debit Card,
2024-05-03,2024-05,2024,Q2,Transport,Public Transit,14.08,Expense,Credit Card,
2024-10-25,2024-10,2024,Q4,Transport,Parking,30.03,Expense,Credit Card,
2024-05-27,2024-05,2024,Q2,Food,Supermarket,130.93,Expense,Bank Transfer,
2023-08-06,2023-08,2023,Q3,Other,Donation,412.97,Expense,Credit Card,
2023-05-01,2023-05,2023,Q2,Food,Restaurant,259.35,Expense,Debit Card,
2024-03-13,2024-03,2024,Q1,Shopping,Amazon,386.85,Expense,Cash,
2024-10-04,2024-10,2024,Q4,Transport,Parking,323.11,Expense,Cash,
2024-03-05,2024-03,2024,Q1,Education,Training,842.58,Expense,Bank Transfer,
2024-11-29,2024-11,2024,Q4,Travel,Tour Package,133.29,Expense,Cash,
2023-11-03,2023-11,2023,Q4,Education,Tuition,684.02,Expense,Bank Transfer,
2023-06-14,2023-06,2023,Q2,Entertainment,Cinema,43.98,Expense,Cash,
2024-09-25,2024-09,2024,Q3,Shopping,Amazon,389.91,Expense,Digital Wallet,
2023-05-07,2023-05,2023,Q2,Education,Online Course,296.77,Expense,Credit Card,
2023-03-11,2023-03,2023,Q1,Shopping,Electronics,417.11,Expense,Cash,
2023-08-15,2023-08,2023,Q3,Transport,Gas Station,468.76,Expense,Cash,
2023-11-11,2023-11,2023,Q4,Entertainment,Games,48.34,Expense,Cash,
2024-12-29,2024-12,2024,Q4,Food,Restaurant,257.69,Expense,Cash,
2024-11-27,2024-11,2024,Q4,Transport,Car Insurance,189.17,Expense,Debit Card,
2023-09-28,2023-09,2023,Q3,Food,Supermarket,106.15,Expense,Bank Transfer,
2024-03-25,2024-03,2024,Q1,Transport,Car Insurance,471.55,Expense,Digital Wallet,
2023-08-25,2023-08,2023,Q3,Housing,Property Tax,2234.82,Expense,Digital Wallet,
2024-10-31,2024-10,2024,Q4,Food,Restaurant,234.95,Expense,Credit Card,
2024-07-13,2024-07,2024,Q3,Other,Bank Fee,232.53,Expense,Cash,
2023-03-08,2023-03,2023,Q1,Shopping,Clothing Store,551.28,Expense,Bank Transfer,
2023-07-12,2023-07,2023,Q3,Other,Subscription,283.99,Expense,Digital Wallet,
2024-04-04,2024-04,2024,Q2,Food,Restaurant,78.45,Expense,Cash,
2024-11-25,2024-11,2024,Q4,Housing,Maintenance,1359.83,Expense,Bank Transfer,
2023-11-24,2023-11,2023,Q4,Food,Coffee Shop,78.24,Expense,Credit Card,
2023-08-11,2023-08,2023,Q3,Food,Food Delivery,275.31,Expense,Bank Transfer,
2023-03-29,2023-03,2023,Q1,Utilities,Internet,225.08,Expense,Debit Card,
2024-06-30,2024-06,2024,Q2,Education,Online Course,923.56,Expense,Bank Transfer,
2024-08-05,2024-08,2024,Q3,Housing,Home Insurance,2085.26,Expense,Bank Transfer,
2023-10-26,2023-10,2023,Q4,Shopping,Amazon,100.84,Expense,Cash,
2023-03-07,2023-03,2023,Q1,Shopping,Amazon,36.72,Expense,Credit Card,
2024-01-04,2024-01,2024,Q1,Transport,Parking,327.87,Expense,Bank Transfer,
2024-04-16,2024-04,2024,Q2,Other,Bank Fee,90.08,Expense,Credit Card,
2023-04-04,2023-04,2023,Q2,Travel,Flight Ticket,1186.47,Expense,Bank Transfer,
2024-03-06,2024-03,2024,Q1,Housing,Home Insurance,529.45,Expense,Bank Transfer,
2023-05-14,2023-05,2023,Q2,Housing,Mortgage Payment,1635.64,Expense,Cash,
2023-05-20,2023-05,2023,Q2,Education,Tuition,866.53,Expense,Cash,
2024-11-05,2024-11,2024,Q4,Travel,Hotel,2226.41,Expense,Digital Wallet,
2023-07-11,2023-07,2023,Q3,Housing,Mortgage Payment,1786.95,Expense,Cash,
2023-03-01,2023-03,2023,Q1,Transport,Parking,261.49,Expense,Bank Transfer,
2024-07-29,2024-07,2024,Q3,Shopping,Online Shopping,516.45,Expense,Digital Wallet,
2023-04-07,2023-04,2023,Q2,Education,Training,578.16,Expense,Credit Card,
2024-02-16,2024-02,2024,Q1,Shopping,Home Goods,28.38,Expense,Credit Card,
2023-04-28,2023-04,2023,Q2,Shopping,Amazon,150.74,Expense,Debit Card,
2024-12-02,2024-12,2024,Q4,Shopping,Home Goods,188.24,Expense,Cash,
2024-11-26,2024-11,2024,Q4,Transport,Car Insurance,287.95,Expense,Cash,
2024-07-03,2024-07,2024,Q3,Shopping,Electronics,245.81,Expense,Credit Card,
2023-07-02,2023-07,2023,Q3,Travel,Hotel,242.19,Expense,Cash,
2024-10-11,2024-10,2024,Q4,Travel,Hotel,302.96,Expense,Debit Card,
2024-02-25,2024-02,2024,Q1,Other,Bank Fee,283.03,Expense,Bank Transfer,
2023-04-14,2023-04,2023,Q2,Other,Bank Fee,390.87,Expense,Debit Card,
2023-11-11,2023-11,2023,Q4,Other,Miscellaneous,5.72,Expense,Debit Card,
2023-01-01,2023-01,2023,Q1,Housing,Monthly Rent,1495.4,Expense,Bank Transfer,
2023-02-25,2023-02,2023,Q1,Housing,Property Tax,1514.22,Expense,Cash,
2023-12-08,2023-12,2023,Q4,Food,Restaurant,170.83,Expense,Bank Transfer,
2024-12-05,2024-12,2024,Q4,Other,Donation,292.63,Expense,Debit Card,
2024-04-02,2024-04,2024,Q2,Education,Books,676.32,Expense,Credit Card,
2024-10-10,2024-10,2024,Q4,Shopping,Clothing Store,48.62,Expense,Credit Card,
2024-09-08,2024-09,2024,Q3,Food,Restaurant,48.2,Expense,Credit Card,
2024-10-29,2024-10,2024,Q4,Utilities,Water Bill,150.3,Expense,Cash,
2023-07-31,2023-07,2023,Q3,Food,Grocery Store,46.07,Expense,Digital Wallet,
2024-06-26,2024-06,2024,Q2,Transport,Public Transit,383.91,Expense,Bank Transfer,
2024-08-17,2024-08,2024,Q3,Utilities,Gas Bill,281.89,Expense,Cash,
2023-11-25,2023-11,2023,Q4,Healthcare,Dental,175.58,Expense,Credit Card,
2024-11-08,2024-11,2024,Q4,Transport,Parking,219.53,Expense,Bank Transfer,
2024-08-19,2024-08,2024,Q3,Transport,Uber/Grab,77.82,Expense,Debit Card,
2024-10-17,2024-10,2024,Q4,Entertainment,Gym Membership,36.86,Expense,Debit Card,
2023-05-31,2023-05,2023,Q2,Utilities,Phone Bill,103.65,Expense,Credit Card,
2023-11-17,2023-11,2023,Q4,Travel,Tour Package,1693.662254574986,Expense,Bank Transfer,
2023-12-14,2023-12,2023,Q4,Housing,Maintenance,2450.17,Expense,Cash,
2024-09-03,2024-09,2024,Q3,Other,Donation,54.3,Expense,Credit Card,
2024-04-12,2024-04,2024,Q2,Transport,Parking,246.42,Expense,Debit Card,
2023-11-04,2023-11,2023,Q4,Utilities,Phone Bill,205.91,Expense,Digital Wallet,
2023-11-07,2023-11,2023,Q4,Shopping,Amazon,335.0,Expense,Digital Wallet,
2024-09-18,2024-09,2024,Q3,Entertainment,Netflix,121.27,Expense,Cash,
2024-08-14,2024-08,2024,Q3,Food,Restaurant,249.36,Expense,Digital Wallet,
2024-12-16,2024-12,2024,Q4,Shopping,Home Goods,557.33,Expense,Credit Card,
2024-08-17,2024-08,2024,Q3,Housing,Mortgage Payment,1781.97,Expense,,
2024-10-18,2024-10,2024,Q4,Transport,Uber/Grab,55.32,Expense,Digital Wallet,
2024-10-09,2024-10,2024,Q4,Shopping,Home Goods,221.96,Expense,Debit Card,
2024-12-08,2024-12,2024,Q4,Entertainment,Netflix,27.07,Expense,Debit Card,
2024-11-15,2024-11,2024,Q4,Food,Food Delivery,148.26,Expense,Debit Card,
2024-01-27,2024-01,2024,Q1,Food,Coffee Shop,12.1,Expense,Credit Card,
2023-11-14,2023-11,2023,Q4,Utilities,Gas Bill,269.16,Expense,Bank Transfer,
2024-05-02,2024-05,2024,Q2,Shopping,Online Shopping,522.32,Expense,Cash,
2023-09-29,2023-09,2023,Q3,Utilities,Water Bill,93.41,Expense,Debit Card,
2023-12-03,2023-12,2023,Q4,Shopping,Clothing Store,208.04,Expense,Credit Card,
2023-10-11,2023-10,2023,Q4,Education,Books,537.15,Expense,Credit Card,
2024-06-16,2024-06,2024,Q2,Education,Workshop,333.29,Expense,Digital Wallet,
2024-08-23,2024-08,2024,Q3,Utilities,Water Bill,125.34,Expense,Digital Wallet,
2024-07-18,2024-07,2024,Q3,Housing,Mortgage Payment,1608.04,Expense,Digital Wallet,
2023-09-16,2023-09,2023,Q3,Entertainment,Spotify,32.14,Expense,Bank Transfer,
2024-05-27,2024-05,2024,Q2,Other,ATM Withdrawal,438.55,Expense,Digital Wallet,
2023-09-22,2023-09,2023,Q3,Travel,Flight Ticket,2599.87,Expense,Bank Transfer,
2024-07-24,2024-07,2024,Q3,Housing,Monthly Rent,2024.55,Expense,Credit Card,
2024-01-03,2024-01,2024,Q1,Travel,Flight Ticket,16860.51778432816,Expense,Cash,
2024-11-18,2024-11,2024,Q4,Shopping,Amazon,159.12,Expense,Credit Card,
2023-08-23,2023-08,2023,Q3,Entertainment,Netflix,169.36,Expense,Cash,
2023-02-19,2023-02,2023,Q1,Education,Online Course,120.61,Expense,Bank Transfer,
2024-05-05,2024-05,2024,Q2,Education,Books,700.45,Expense,Debit Card,
2023-10-03,2023-10,2023,Q4,Education,Workshop,676.56,Expense,Credit Card,
2024-08-22,2024-08,2024,Q3,Housing,Maintenance,752.38,Expense,Cash,
2023-12-30,2023-12,2023,Q4,Transport,Uber/Grab,418.71,Expense,Cash,
2024-02-28,2024-02,2024,Q1,Other,Bank Fee,349.58,Expense,Bank Transfer,
2024-03-09,2024-03,2024,Q1,Utilities,Water Bill,247.58,Expense,Debit Card,
2024-05-14,2024-05,2024,Q2,Shopping,Home Goods,337.04,Expense,Bank Transfer,
2023-04-10,2023-04,2023,Q2,Utilities,Phone Bill,170.7,Expense,Bank Transfer,
2023-07-08,2023-07,2023,Q3,Shopping,Online Shopping,286.94,Expense,Cash,
2024-01-27,2024-01,2024,Q1,Food,Supermarket,184.52,Expense,Debit Card,
2024-03-01,2024-03,2024,Q1,Healthcare,Health Insurance,406.08,Expense,Bank Transfer,
2023-07-09,2023-07,2023,Q3,Education,Training,500.98,Expense,Credit Card,
2024-01-12,2024-01,2024,Q1,Entertainment,Gym Membership,129.55,Expense,Debit Card,
2024-11-11,2024-11,2024,Q4,Other,ATM Withdrawal,52.82,Expense,Debit Card,
2024-08-12,2024-08,2024,Q3,Food,Restaurant,58.07,Expense,Credit Card,
2024-05-08,2024-05,2024,Q2,Housing,Mortgage Payment,1514.83,Expense,Credit Card,
2023-11-12,2023-11,2023,Q4,Shopping,Electronics,239.84,Expense,Credit Card,
2023-10-28,2023-10,2023,Q4,Income,Monthly Salary,4541.8593443694845,Income,Bank Transfer,
2024-04-08,2024-04,2024,Q2,Food,Coffee Shop,17.93,Expense,Digital Wallet,
2023-12-21,2023-12,2023,Q4,Food,Food Delivery,89.85,Expense,Cash,
2023-12-03,2023-12,2023,Q4,Travel,Hotel,1834.42,Expense,Cash,
2023-02-21,2023-02,2023,Q1,Transport,Gas Station,488.87,Expense,Debit Card,
2024-02-06,2024-02,2024,Q1,Other,Donation,160.14,Expense,Credit Card,
2023-07-15,2023-07,2023,Q3,Utilities,Electricity Bill,53.66,Expense,Credit Card,
2023-08-31,2023-08,2023,Q3,Food,Supermarket,715.5041696580132,Expense,Cash,
2024-06-01,2024-06,2024,Q2,Transport,Uber/Grab,376.47,Expense,Bank Transfer,
2024-05-26,2024-05,2024,Q2,Transport,Parking,398.44,Expense,Bank Transfer,
2024-03-25,2024-03,2024,Q1,Utilities,Water Bill,234.31,Expense,Credit Card,
2024-01-18,2024-01,2024,Q1,Food,Restaurant,184.78,Expense,Bank Transfer,
2023-04-06,2023-04,2023,Q2,Transport,Car Insurance,249.14,Expense,Cash,
2023-03-04,2023-03,2023,Q1,Income,Freelance Payment,1174.89,Income,Bank Transfer,
2024-05-24,2024-05,2024,Q2,Shopping,Home Goods,302.87,Expense,Debit Card,
2023-01-20,2023-01,2023,Q1,Utilities,Gas Bill,199.19,Expense,Credit Card,
2024-05-05,2024-05,2024,Q2,Travel,Tour Package,290.67,Expense,Bank Transfer,
2023-04-20,2023-04,2023,Q2,Transport,Car Insurance,82.31,Expense,Debit Card,
2023-06-29,2023-06,2023,Q2,Entertainment,Games,121.51,Expense,Bank Transfer,
2023-05-17,2023-05,2023,Q2,Transport,Uber/Grab,156.64,Expense,Credit Card,
2023-07-20,2023-07,2023,Q3,Healthcare,Doctor Visit,629.4,Expense,Credit Card,
2023-07-07,2023-07,2023,Q3,Travel,Flight Ticket,369.56,Expense,Bank Transfer,
2023-10-15,2023-10,2023,Q4,Food,Food Delivery,150.67,Expense,Digital Wallet,
2024-07-08,2024-07,2024,Q3,Food,Coffee Shop,280.06,Expense,Credit Card,
2024-06-11,2024-06,2024,Q2,Food,Food Delivery,127.22,Expense,Digital Wallet,
2023-11-16,2023-11,2023,Q4,Housing,Home Insurance,2381.35,Expense,Bank Transfer,
2024-07-03,2024-07,2024,Q3,Healthcare,Dental,178.49,Expense,Bank Transfer,
2024-10-14,2024-10,2024,Q4,Transport,Uber/Grab,173.56,Expense,Credit Card,
2023-09-12,2023-09,2023,Q3,Transport,Uber/Grab,176.26,Expense,Debit Card,
2023-02-05,2023-02,2023,Q1,Healthcare,Lab Tests,81.58,Expense,Digital Wallet,
2023-01-07,2023-01,2023,Q1,Housing,Home Insurance,770.17,Expense,Debit Card,
2024-07-17,2024-07,2024,Q3,Healthcare,Dental,434.12,Expense,Cash,
2024-05-30,2024-05,2024,Q2,Utilities,Water Bill,168.57,Expense,Digital Wallet,
2023-08-27,2023-08,2023,Q3,Food,Supermarket,149.68,Expense,Debit Card,
2023-06-29,2023-06,2023,Q2,Transport,Parking,159.68,Expense,Credit Card,
2023-03-29,2023-03,2023,Q1,Housing,Home Insurance,2004.47,Expense,Digital Wallet,
2024-01-10,2024-01,2024,Q1,Food,Supermarket,237.02,Expense,Digital Wallet,
2023-04-14,2023-04,2023,Q2,Food,Grocery Store,11.34,Expense,Debit Card,
2024-01-26,2024-01,2024,Q1,Entertainment,Spotify,161.8,Expense,Debit Card,
2024-06-03,2024-06,2024,Q2,Food,Coffee Shop,291.19,Expense,Cash,
2024-03-04,2024-03,2024,Q1,Shopping,Amazon,554.86,Expense,Credit Card,
2023-06-11,2023-06,2023,Q2,Utilities,Electricity Bill,200.69,Expense,Bank Transfer,
2023-12-17,2023-12,2023,Q4,Travel,Hotel,1833.18,Expense,Cash,
2023-05-20,2023-05,2023,Q2,Entertainment,Netflix,99.91,Expense,Debit Card,
2024-05-05,2024-05,2024,Q2,Utilities,Gas Bill,49.97,Expense,Bank Transfer,
2024-08-30,2024-08,2024,Q3,Transport,Public Transit,312.09,Expense,Digital Wallet,
2023-08-07,2023-08,2023,Q3,Other,Donation,498.07,Expense,Cash,
2023-09-18,2023-09,2023,Q3,Entertainment,Netflix,65.09,Expense,Debit Card,
2024-02-08,2024-02,2024,Q1,Shopping,Clothing Store,63.15,Expense,Debit Card,
2023-05-10,2023-05,2023,Q2,Shopping,Amazon,506.06,Expense,Cash,
2024-04-25,2024-04,2024,Q2,Income,Monthly Salary,4878.435698232122,Income,Bank Transfer,
2023-04-06,2023-04,2023,Q2,Food,Coffee Shop,27.13,Expense,Digital Wallet,
2023-03-17,2023-03,2023,Q1,Housing,Monthly Rent,1933.74,Expense,Debit Card,
2023-12-24,2023-12,2023,Q4,Other,Miscellaneous,114.91,Expense,Bank Transfer,
2023-07-11,2023-07,2023,Q3,Housing,Mortgage Payment,1878.05,Expense,Credit Card,
2023-12-10,2023-12,2023,Q4,Utilities,Electricity Bill,242.68,Expense,Digital Wallet,
2024-06-22,2024-06,2024,Q2,Utilities,Gas Bill,180.84,Expense,Digital Wallet,
2023-10-06,2023-10,2023,Q4,Housing,Maintenance,1877.36,Expense,Digital Wallet,
2024-11-08,2024-11,2024,Q4,Travel,Hotel,2384.7,Expense,Bank Transfer,
2024-05-06,2024-05,2024,Q2,Education,Training,177.59,Expense,Bank Transfer,
2024-05-07,2024-04,2024,Q2,Income,Freelance Payment,1335.0,Income,Bank Transfer,
2024-11-07,2024-11,2024,Q4,Housing,Maintenance,1349.83,Expense,Cash,
2024-06-15,2024-06,2024,Q2,Other,Bank Fee,250.62,Expense,Credit Card,
2023-04-09,2023-04,2023,Q2,Utilities,Gas Bill,275.64,Expense,Debit Card,
2023-01-17,2023-01,2023,Q1,Transport,Uber/Grab,396.33,Expense,Cash,
2024-01-16,2024-01,2024,Q1,Food,Food Delivery,30.61,Expense,Cash,
2023-09-06,2023-09,2023,Q3,Housing,Monthly Rent,1731.35,Expense,Digital Wallet,
2024-11-27,2024-11,2024,Q4,Other,Subscription,243.68,Expense,Cash,
2024-12-07,2024-12,2024,Q4,Shopping,Electronics,564.04,Expense,Debit Card,
2024-12-25,2024-12,2024,Q4,Other,ATM Withdrawal,319.61,Expense,Bank Transfer,
2024-10-27,2024-10,2024,Q4,Entertainment,Netflix,170.33,Expense,Credit Card,
2023-02-17,2023-02,2023,Q1,Travel,Flight Ticket,427.52,Expense,Cash,
2024-10-13,2024-10,2024,Q4,Food,Supermarket,124.99,Expense,Debit Card,
2024-03-13,2024-03,2024,Q1,Entertainment,Games,174.02,Expense,Credit Card,
2023-10-05,2023-10,2023,Q4,Utilities,Gas Bill,87.78,Expense,Cash,
2024-10-16,2024-10,2024,Q4,Travel,Tour Package,2624.5,Expense,Digital Wallet,
2024-01-17,2024-01,2024,Q1,Healthcare,Dental,184.22,Expense,Bank Transfer,
2023-04-26,2023-04,2023,Q2,Housing,Home Insurance,1566.94,Expense,Digital Wallet,
2023-01-07,2023-01,2023,Q1,Shopping,Home Goods,280.14,Expense,Cash,
2023-05-31,2023-05,2023,Q2,Food,Food Delivery,266.14,Expense,Cash,
2023-10-20,2023-10,2023,Q4,Shopping,Amazon,507.28,Expense,Credit Card,
2023-07-04,2023-07,2023,Q3,Travel,Tour Package,525.91,Expense,Bank Transfer,
2024-09-12,2024-09,2024,Q3,Other,Donation,63.63,Expense,Digital Wallet,
2023-03-20,2023-03,2023,Q1,Housing,Monthly Rent,1281.37,Expense,Debit Card,
2024-02-18,2024-02,2024,Q1,Utilities,Electricity Bill,74.52,Expense,Debit Card,
2023-01-11,2023-01,2023,Q1,Healthcare,Pharmacy,90.63,Expense,Digital Wallet,
2023-11-16,2023-11,2023,Q4,Travel,Flight Ticket,399.0,Expense,Digital Wallet,
2024-07-03,2024-07,2024,Q3,Utilities,Gas Bill,127.07,Expense,Credit Card,
2024-02-15,2024-02,2024,Q1,Food,Supermarket,209.63,Expense,Credit Card,
2024-08-23,2024-08,2024,Q3,Income,Monthly Salary,5369.005281706373,Income,Bank Transfer,
2023-10-02,2023-10,2023,Q4,Housing,Property Tax,1949.17,Expense,Digital Wallet,
2024-12-14,2024-12,2024,Q4,Other,Subscription,301.93,Expense,Debit Card,
2023-12-05,2023-12,2023,Q4,Utilities,Gas Bill,278.98,Expense,Digital Wallet,
2024-04-05,2024-04,2024,Q2,Shopping,Home Goods,278.09,Expense,Cash,
2023-03-31,2023-03,2023,Q1,Food,Coffee Shop,17.99,Expense,Bank Transfer,
2024-04-14,2024-04,2024,Q2,Entertainment,,82.15,Expense,Cash,
2023-12-08,2023-12,2023,Q4,Transport,Uber/Grab,162.03,Expense,Credit Card,
2024-12-13,2024-12,2024,Q4,Education,Online Course,420.0,Expense,Digital Wallet,
2023-09-07,2023-09,2023,Q3,Housing,Mortgage Payment,2418.6,Expense,Cash,
2024-06-06,2024-06,2024,Q2,Entertainment,Games,144.8,Expense,Credit Card,
2023-08-17,2023-08,2023,Q3,Other,Subscription,184.85,Expense,Cash,
2024-02-26,2024-02,2024,Q1,Transport,Parking,221.04,Expense,Debit Card,
2024-01-03,2024-01,2024,Q1,Utilities,Phone Bill,297.14,Expense,Digital Wallet,
2023-05-01,2023-05,2023,Q2,Food,Coffee Shop,99.15,Expense,Debit Card,
2023-01-13,2023-01,2023,Q1,Utilities,Water Bill,30.69,Expense,Credit Card,
2024-09-30,2024-09,2024,Q3,Transport,Public Transit,474.95,Expense,Credit Card,
2023-08-08,2023-08,2023,Q3,Food,Supermarket,109.67,Expense,Debit Card,
2024-07-18,2024-07,2024,Q3,Transport,Parking,263.51,Expense,Debit Card,
2023-05-14,2023-05,2023,Q2,Transport,Uber/Grab,219.97,Expense,Digital Wallet,
2024-04-05,2024-04,2024,Q2,Food,Supermarket,218.61,Expense,Cash,
2024-08-01,2024-08,2024,Q3,Housing,Mortgage Payment,1548.77,Expense,Cash,
2023-07-03,2023-07,2023,Q3,Food,Supermarket,198.78,Expense,Digital Wallet,
2024-02-06,2024-02,2024,Q1,Food,Grocery Store,91.98,Expense,Cash,
2024-11-21,2024-11,2024,Q4,Housing,Mortgage Payment,1174.22,Expense,Debit Card,
2024-12-22,2024-12,2024,Q4,Housing,Maintenance,2115.19,Expense,Credit Card,
2023-06-13,2023-06,2023,Q2,Utilities,Phone Bill,262.5,Expense,Digital Wallet,
2024-01-14,2024-01,2024,Q1,Food,Restaurant,148.85,Expense,Credit Card,
2024-09-29,2024-09,2024,Q3,Food,Food Delivery,19.09,Expense,Credit Card,
2023-03-03,2023-03,2023,Q1,Utilities,Water Bill,234.46,Expense,Cash,
2024-03-01,2024-03,2024,Q1,Food,Food Delivery,183.7,Expense,Cash,
2024-06-21,2024-06,2024,Q2,Utilities,Gas Bill,104.65,Expense,Cash,
2024-10-31,2024-10,2024,Q4,Food,Restaurant,268.73,Expense,Cash,
2023-02-15,2023-02,2023,Q1,Housing,Property Tax,1595.07,Expense,Bank Transfer,
2024-12-08,2024-12,2024,Q4,Shopping,Online Shopping,364.0,Expense,Cash,
2023-06-10,2023-06,2023,Q2,Housing,Maintenance,925.29,Expense,Cash,
2024-08-11,2024-08,2024,Q3,Utilities,Electricity Bill,208.25,Expense,Digital Wallet,
2023-08-12,2023-08,2023,Q3,Travel,Travel Insurance,2569.6,Expense,Cash,
2023-02-28,2023-02,2023,Q1,Shopping,Online Shopping,266.61,Expense,Bank Transfer,
2024-05-17,2024-05,2024,Q2,Utilities,Phone Bill,216.46,Expense,Credit Card,
2024-06-13,2024-06,2024,Q2,Healthcare,Lab Tests,796.54,Expense,Cash,
2024-06-23,2024-06,2024,Q2,Food,Supermarket,243.8,Expense,Bank Transfer,
2024-09-10,2024-09,2024,Q3,Travel,Flight Ticket,2574.88,Expense,Credit Card,
